country,states,id,country_iso2,country_norm,emoji_flag
Cabo Verde,"[{""name"": ""Boa Vista"", ""active"": true}, {""name"": ""Brava"", ""active"": true}, {""name"": ""Fogo"", ""active"": true}, {""name"": ""Maio"", ""active"": true}, {""name"": ""Sal"", ""active"": true}, {""name"": ""Santiago"", ""active"": true}, {""name"": ""São Nicolau"", ""active"": true}, {""name"": ""São Vicente"", ""active"": true}, {""name"": ""Santa Catarina"", ""active"": true}, {""name"": ""Santa Cruz"", ""active"": true}, {""name"": ""São Domingos"", ""active"": true}, {""name"": ""São Miguel"", ""active"": true}, {""name"": ""Tarrafal"", ""active"": true}]",24d6e8ff-759f-449a-9df2-9d5852b0faf4,CA, abo erde,🇨🇦
Cambodia,"[{""name"": ""Banteay Meanchey"", ""active"": true}, {""name"": ""Battambang"", ""active"": true}, {""name"": ""Kampong Cham"", ""active"": true}, {""name"": ""Kampong Chhnang"", ""active"": true}, {""name"": ""Kampong Speu"", ""active"": true}, {""name"": ""Kampong Thom"", ""active"": true}, {""name"": ""Kampot"", ""active"": true}, {""name"": ""Kandal"", ""active"": true}, {""name"": ""Kep"", ""active"": true}, {""name"": ""Kratié"", ""active"": true}, {""name"": ""Mondulkiri"", ""active"": true}, {""name"": ""Phnom Penh"", ""active"": true}, {""name"": ""Preah Vihear"", ""active"": true}, {""name"": ""Prey Veng"", ""active"": true}, {""name"": ""Pursat"", ""active"": true}, {""name"": ""Ratanakiri"", ""active"": true}, {""name"": ""Siem Reap"", ""active"": true}, {""name"": ""Preah Sihanouk"", ""active"": true}, {""name"": ""Stung Treng"", ""active"": true}, {""name"": ""Svay Rieng"", ""active"": true}, {""name"": ""Takéo"", ""active"": true}, {""name"": ""Oddar Meanchey"", ""active"": true}, {""name"": ""Pailin"", ""active"": true}, {""name"": ""Tboung Khmum"", ""active"": true}]",fca2f83f-a834-45f2-9c62-ec00345970fd,CA, ambodia,🇨🇦
Cameroon,"[{""name"": ""Adamawa"", ""active"": true}, {""name"": ""Centre"", ""active"": true}, {""name"": ""East"", ""active"": true}, {""name"": ""Far North"", ""active"": true}, {""name"": ""Littoral"", ""active"": true}, {""name"": ""North"", ""active"": true}, {""name"": ""North-West"", ""active"": true}, {""name"": ""West"", ""active"": true}, {""name"": ""South"", ""active"": true}, {""name"": ""South-West"", ""active"": true}]",6f33edd7-5af3-4e08-ad75-b4d41cee7ae1,CA, ameroon,🇨🇦
Chad,"[{""name"": ""Bahr el Gazel"", ""active"": true}, {""name"": ""Batha"", ""active"": true}, {""name"": ""Biltine"", ""active"": true}, {""name"": ""Borkou"", ""active"": true}, {""name"": ""Chari-Baguirmi"", ""active"": true}, {""name"": ""Ennedi-Est"", ""active"": true}, {""name"": ""Ennedi-Ouest"", ""active"": true}, {""name"": ""Guéra"", ""active"": true}, {""name"": ""Hadjer-Lamis"", ""active"": true}, {""name"": ""Kanem"", ""active"": true}, {""name"": ""Lac"", ""active"": true}, {""name"": ""Logone Occidental"", ""active"": true}, {""name"": ""Logone Oriental"", ""active"": true}, {""name"": ""Mayo-Kebbi Est"", ""active"": true}, {""name"": ""Mayo-Kebbi Ouest"", ""active"": true}, {""name"": ""Moyen-Chari"", ""active"": true}, {""name"": ""N'Djamena"", ""active"": true}, {""name"": ""Ouaddaï"", ""active"": true}, {""name"": ""Salamat"", ""active"": true}, {""name"": ""Sila"", ""active"": true}, {""name"": ""Tandjilé"", ""active"": true}, {""name"": ""Tibesti"", ""active"": true}, {""name"": ""Wadi Fira"", ""active"": true}]",56b28a52-6410-49c6-98dd-70eca329144d,CH, had,🇨🇭
Chile,"[{""name"": ""Aisén"", ""active"": true}, {""name"": ""Antofagasta"", ""active"": true}, {""name"": ""Araucanía"", ""active"": true}, {""name"": ""Arica y Parinacota"", ""active"": true}, {""name"": ""Atacama"", ""active"": true}, {""name"": ""Biobío"", ""active"": true}, {""name"": ""Coquimbo"", ""active"": true}, {""name"": ""Los Lagos"", ""active"": true}, {""name"": ""Los Ríos"", ""active"": true}, {""name"": ""Magallanes"", ""active"": true}, {""name"": ""Maule"", ""active"": true}, {""name"": ""Metropolitana de Santiago"", ""active"": true}, {""name"": ""Ñuble"", ""active"": true}, {""name"": ""O'Higgins"", ""active"": true}, {""name"": ""Tarapacá"", ""active"": true}, {""name"": ""Valparaíso"", ""active"": true}]",b34cbaf6-0df8-4d74-b894-792383502f65,CH, hile,🇨🇭
China,"[{""name"": ""Anhui"", ""active"": true}, {""name"": ""Beijing"", ""active"": true}, {""name"": ""Chongqing"", ""active"": true}, {""name"": ""Fujian"", ""active"": true}, {""name"": ""Gansu"", ""active"": true}, {""name"": ""Guangdong"", ""active"": true}, {""name"": ""Guangxi"", ""active"": true}, {""name"": ""Guizhou"", ""active"": true}, {""name"": ""Hainan"", ""active"": true}, {""name"": ""Hebei"", ""active"": true}, {""name"": ""Heilongjiang"", ""active"": true}, {""name"": ""Henan"", ""active"": true}, {""name"": ""Hubei"", ""active"": true}, {""name"": ""Hunan"", ""active"": true}, {""name"": ""Jiangsu"", ""active"": true}, {""name"": ""Jiangxi"", ""active"": true}, {""name"": ""Jilin"", ""active"": true}, {""name"": ""Liaoning"", ""active"": true}, {""name"": ""Macau"", ""active"": true}, {""name"": ""Ningxia"", ""active"": true}, {""name"": ""Qinghai"", ""active"": true}, {""name"": ""Shaanxi"", ""active"": true}, {""name"": ""Shandong"", ""active"": true}, {""name"": ""Shanghai"", ""active"": true}, {""name"": ""Shanxi"", ""active"": true}, {""name"": ""Sichuan"", ""active"": true}, {""name"": ""Taiwan"", ""active"": true}, {""name"": ""Tianjin"", ""active"": true}, {""name"": ""Tibet"", ""active"": true}, {""name"": ""Xinjiang"", ""active"": true}, {""name"": ""Yunnan"", ""active"": true}, {""name"": ""Zhejiang"", ""active"": true}]",7169218c-fead-4aff-aa4e-188166a5cc58,CH, hina,🇨🇭
Colombia,"[{""name"": ""Amazonas"", ""active"": true}, {""name"": ""Antioquia"", ""active"": true}, {""name"": ""Arauca"", ""active"": true}, {""name"": ""Atlántico"", ""active"": true}, {""name"": ""Bolívar"", ""active"": true}, {""name"": ""Boyacá"", ""active"": true}, {""name"": ""Caldas"", ""active"": true}, {""name"": ""Caquetá"", ""active"": true}, {""name"": ""Casanare"", ""active"": true}, {""name"": ""Cauca"", ""active"": true}, {""name"": ""Cesar"", ""active"": true}, {""name"": ""Chocó"", ""active"": true}, {""name"": ""Córdoba"", ""active"": true}, {""name"": ""Cundinamarca"", ""active"": true}, {""name"": ""Guainía"", ""active"": true}, {""name"": ""Guaviare"", ""active"": true}, {""name"": ""Huila"", ""active"": true}, {""name"": ""La Guajira"", ""active"": true}, {""name"": ""Magdalena"", ""active"": true}, {""name"": ""Meta"", ""active"": true}, {""name"": ""Nariño"", ""active"": true}, {""name"": ""Norte de Santander"", ""active"": true}, {""name"": ""Putumayo"", ""active"": true}, {""name"": ""Quindío"", ""active"": true}, {""name"": ""Risaralda"", ""active"": true}, {""name"": ""San Andrés and Providencia"", ""active"": true}, {""name"": ""Santander"", ""active"": true}, {""name"": ""Sucre"", ""active"": true}, {""name"": ""Tolima"", ""active"": true}, {""name"": ""Valle del Cauca"", ""active"": true}, {""name"": ""Vaupés"", ""active"": true}, {""name"": ""Vichada"", ""active"": true}]",8de4f239-6afe-4c88-9155-12b13073ec76,CO, olombia,🇨🇴
Congo,"[{""name"": ""Bouenza"", ""active"": true}, {""name"": ""Cuvette"", ""active"": true}, {""name"": ""Cuvette-Ouest"", ""active"": true}, {""name"": ""Kouilou"", ""active"": true}, {""name"": ""Lékoumou"", ""active"": true}, {""name"": ""Likouala"", ""active"": true}, {""name"": ""Niari"", ""active"": true}, {""name"": ""Plateaux"", ""active"": true}, {""name"": ""Pool"", ""active"": true}, {""name"": ""Sangha"", ""active"": true}, {""name"": ""Brazzaville"", ""active"": true}, {""name"": ""Pointe-Noire"", ""active"": true}]",7f18891b-ea0c-42fc-b2fe-625391be71b0,CO, ongo,🇨🇴
Cook Islands,"[{""name"": ""Aitutaki"", ""active"": true}, {""name"": ""Atiu"", ""active"": true}, {""name"": ""Mangaia"", ""active"": true}, {""name"": ""Manihiki"", ""active"": true}, {""name"": ""Mauke"", ""active"": true}, {""name"": ""Mitiaro"", ""active"": true}, {""name"": ""Palmerston"", ""active"": true}, {""name"": ""Penrhyn"", ""active"": true}, {""name"": ""Pukapuka"", ""active"": true}, {""name"": ""Rakahanga"", ""active"": true}, {""name"": ""Rarotonga"", ""active"": true}, {""name"": ""San Jorge Island"", ""active"": true}]",9b86ae69-69be-4274-8a2b-cc12c93d49ff,CO, ook slands,🇨🇴
Costa Rica,"[{""name"": ""Alajuela"", ""active"": true}, {""name"": ""Cartago"", ""active"": true}, {""name"": ""Guanacaste"", ""active"": true}, {""name"": ""Heredia"", ""active"": true}, {""name"": ""Limón"", ""active"": true}, {""name"": ""Puntarenas"", ""active"": true}, {""name"": ""San José"", ""active"": true}]",3c66bf63-e334-4366-b0d3-318107e83a42,CO, osta ica,🇨🇴
Côte d'Ivoire,"[{""name"": ""Abidjan"", ""active"": true}, {""name"": ""Bas-Sassandra"", ""active"": true}, {""name"": ""Comoé"", ""active"": true}, {""name"": ""Denguélé"", ""active"": true}, {""name"": ""Dix-Huit Montagnes"", ""active"": true}, {""name"": ""Fromager"", ""active"": true}, {""name"": ""Lacs"", ""active"": true}, {""name"": ""Lagunes"", ""active"": true}, {""name"": ""Marahoué"", ""active"": true}, {""name"": ""Moyen-Cavally"", ""active"": true}, {""name"": ""Moyen-Comoé"", ""active"": true}, {""name"": ""N'zi-Comoé"", ""active"": true}, {""name"": ""Sassandra-Marahoué"", ""active"": true}, {""name"": ""Savanes"", ""active"": true}, {""name"": ""Sud-Bandama"", ""active"": true}, {""name"": ""Vallée du Bandama"", ""active"": true}, {""name"": ""Worodougou"", ""active"": true}, {""name"": ""Zanzan"", ""active"": true}]",29a249af-f7d3-41c2-a3b4-d8e8a17016db,CT, ote d voire,🇨🇹
Cyprus,"[{""name"": ""Famagusta"", ""active"": true}, {""name"": ""Kyrenia"", ""active"": true}, {""name"": ""Larnaca"", ""active"": true}, {""name"": ""Limassol"", ""active"": true}, {""name"": ""Nicosia"", ""active"": true}, {""name"": ""Paphos"", ""active"": true}]",87d7a18c-0032-4d33-bfb8-0b1077cb161a,CY, yprus,🇨🇾
Dominican Republic,"[{""name"": ""Azua"", ""active"": true}, {""name"": ""Bahoruco"", ""active"": true}, {""name"": ""Barahona"", ""active"": true}, {""name"": ""Dajabón"", ""active"": true}, {""name"": ""Distrito Nacional"", ""active"": true}, {""name"": ""Duarte"", ""active"": true}, {""name"": ""El Seibo"", ""active"": true}, {""name"": ""Elías Piña"", ""active"": true}, {""name"": ""Espaillat"", ""active"": true}, {""name"": ""Hato Mayor"", ""active"": true}, {""name"": ""Hermanas Mirabal"", ""active"": true}, {""name"": ""Independencia"", ""active"": true}, {""name"": ""La Altagracia"", ""active"": true}, {""name"": ""La Romana"", ""active"": true}, {""name"": ""La Vega"", ""active"": true}, {""name"": ""María Trinidad Sánchez"", ""active"": true}, {""name"": ""Monseñor Nouel"", ""active"": true}, {""name"": ""Monte Cristi"", ""active"": true}, {""name"": ""Monte Plata"", ""active"": true}, {""name"": ""Pedernales"", ""active"": true}, {""name"": ""Peravia"", ""active"": true}, {""name"": ""Puerto Plata"", ""active"": true}, {""name"": ""Samaná"", ""active"": true}, {""name"": ""San Cristóbal"", ""active"": true}, {""name"": ""San José de Ocoa"", ""active"": true}, {""name"": ""San Juan"", ""active"": true}, {""name"": ""San Pedro de Macorís"", ""active"": true}, {""name"": ""Sánchez Ramírez"", ""active"": true}, {""name"": ""Santiago"", ""active"": true}, {""name"": ""Santiago Rodríguez"", ""active"": true}, {""name"": ""Santo Domingo"", ""active"": true}, {""name"": ""Valverde"", ""active"": true}]",18519367-63c9-4940-a7b8-8724709f8d16,DO, ominican epublic,🇩🇴
DR Congo,"[{""name"": ""Bas-Uele"", ""active"": true}, {""name"": ""Equateur"", ""active"": true}, {""name"": ""Haut-Katanga"", ""active"": true}, {""name"": ""Haut-Lomami"", ""active"": true}, {""name"": ""Haut-Uele"", ""active"": true}, {""name"": ""Ituri"", ""active"": true}, {""name"": ""Kasaï"", ""active"": true}, {""name"": ""Kasaï-Central"", ""active"": true}, {""name"": ""Kasaï-Oriental"", ""active"": true}, {""name"": ""Kinshasa"", ""active"": true}, {""name"": ""Kongo Central"", ""active"": true}, {""name"": ""Kwango"", ""active"": true}, {""name"": ""Kwilu"", ""active"": true}, {""name"": ""Lomami"", ""active"": true}, {""name"": ""Lualaba"", ""active"": true}, {""name"": ""Mai-Ndombe"", ""active"": true}, {""name"": ""Maniema"", ""active"": true}, {""name"": ""Mongala"", ""active"": true}, {""name"": ""Nord-Kivu"", ""active"": true}, {""name"": ""Nord-Ubangi"", ""active"": true}, {""name"": ""Sankuru"", ""active"": true}, {""name"": ""Sud-Kivu"", ""active"": true}, {""name"": ""Sud-Ubangi"", ""active"": true}, {""name"": ""Tshopo"", ""active"": true}, {""name"": ""Tshuapa"", ""active"": true}]",749f0d1f-d8aa-406c-a362-58e8ed1052ec,DR, ongo,🇩🇷
Ecuador,"[{""name"": ""Azuay"", ""active"": true}, {""name"": ""Bolívar"", ""active"": true}, {""name"": ""Cañar"", ""active"": true}, {""name"": ""Carchi"", ""active"": true}, {""name"": ""Chimborazo"", ""active"": true}, {""name"": ""Cotopaxi"", ""active"": true}, {""name"": ""El Oro"", ""active"": true}, {""name"": ""Esmeraldas"", ""active"": true}, {""name"": ""Galápagos"", ""active"": true}, {""name"": ""Guayas"", ""active"": true}, {""name"": ""Imbabura"", ""active"": true}, {""name"": ""Loja"", ""active"": true}, {""name"": ""Los Ríos"", ""active"": true}, {""name"": ""Manabí"", ""active"": true}, {""name"": ""Morona Santiago"", ""active"": true}, {""name"": ""Napo"", ""active"": true}, {""name"": ""Orellana"", ""active"": true}, {""name"": ""Pastaza"", ""active"": true}, {""name"": ""Pichincha"", ""active"": true}, {""name"": ""Santa Elena"", ""active"": true}, {""name"": ""Santo Domingo de los Tsáchilas"", ""active"": true}, {""name"": ""Sucumbíos"", ""active"": true}, {""name"": ""Tungurahua"", ""active"": true}, {""name"": ""Zamora-Chinchipe"", ""active"": true}]",b7c789df-7d67-4910-befd-be921478cf45,EC, cuador,🇪🇨
Egypt,"[{""name"": ""Alexandria"", ""active"": true}, {""name"": ""Aswan"", ""active"": true}, {""name"": ""Asyut"", ""active"": true}, {""name"": ""Beheira"", ""active"": true}, {""name"": ""Beni Suef"", ""active"": true}, {""name"": ""Cairo"", ""active"": true}, {""name"": ""Dakahlia"", ""active"": true}, {""name"": ""Damietta"", ""active"": true}, {""name"": ""Faiyum"", ""active"": true}, {""name"": ""Gharbia"", ""active"": true}, {""name"": ""Giza"", ""active"": true}, {""name"": ""Ismailia"", ""active"": true}, {""name"": ""Kafr el-Sheikh"", ""active"": true}, {""name"": ""Luxor"", ""active"": true}, {""name"": ""Matruh"", ""active"": true}, {""name"": ""Minya"", ""active"": true}, {""name"": ""Monufia"", ""active"": true}, {""name"": ""New Valley"", ""active"": true}, {""name"": ""North Sinai"", ""active"": true}, {""name"": ""Port Said"", ""active"": true}, {""name"": ""Qalyubia"", ""active"": true}, {""name"": ""Qena"", ""active"": true}, {""name"": ""Red Sea"", ""active"": true}, {""name"": ""Sharqia"", ""active"": true}, {""name"": ""Sohag"", ""active"": true}, {""name"": ""South Sinai"", ""active"": true}, {""name"": ""Suez"", ""active"": true}]",cc8a24d7-5738-483a-a34c-f4c86cec8c23,EG, gypt,🇪🇬
El Salvador,"[{""name"": ""Ahuachapán"", ""active"": true}, {""name"": ""Cabañas"", ""active"": true}, {""name"": ""Chalatenango"", ""active"": true}, {""name"": ""Cuscatlán"", ""active"": true}, {""name"": ""La Libertad"", ""active"": true}, {""name"": ""La Paz"", ""active"": true}, {""name"": ""La Unión"", ""active"": true}, {""name"": ""Morazán"", ""active"": true}, {""name"": ""San Miguel"", ""active"": true}, {""name"": ""San Salvador"", ""active"": true}, {""name"": ""San Vicente"", ""active"": true}, {""name"": ""Santa Ana"", ""active"": true}, {""name"": ""Sonsonate"", ""active"": true}, {""name"": ""Usulután"", ""active"": true}]",f21c7162-f31f-47f4-af11-a91adb34f1dd,EL, l alvador,🇪🇱
Equatorial Guinea,"[{""name"": ""Annobón"", ""active"": true}, {""name"": ""Bioko Norte"", ""active"": true}, {""name"": ""Bioko Sur"", ""active"": true}, {""name"": ""Centro Sur"", ""active"": true}, {""name"": ""Kié-Ntem"", ""active"": true}, {""name"": ""Litoral"", ""active"": true}, {""name"": ""Wele-Nzas"", ""active"": true}]",7ec5f8dd-fe58-4a3a-86fd-ae835cc4709d,EQ, quatorial uinea,🇪🇶
Eritrea,"[{""name"": ""Anseba"", ""active"": true}, {""name"": ""Debub"", ""active"": true}, {""name"": ""Debubawi K’eyyih Bahri"", ""active"": true}, {""name"": ""Gash-Barka"", ""active"": true}, {""name"": ""Maekel"", ""active"": true}, {""name"": ""Semienawi K’eyyih Bahri"", ""active"": true}]",dd379aa3-5a1e-4b7c-8f05-1929e7f67068,ER, ritrea,🇪🇷
Estonia,"[{""name"": ""Harju County"", ""active"": true}, {""name"": ""Hiiu County"", ""active"": true}, {""name"": ""Ida-Viru County"", ""active"": true}, {""name"": ""Jõgeva County"", ""active"": true}, {""name"": ""Järva County"", ""active"": true}, {""name"": ""Lääne County"", ""active"": true}, {""name"": ""Lääne-Viru County"", ""active"": true}, {""name"": ""Põlva County"", ""active"": true}, {""name"": ""Pärnu County"", ""active"": true}, {""name"": ""Rapla County"", ""active"": true}, {""name"": ""Saare County"", ""active"": true}, {""name"": ""Tartu County"", ""active"": true}, {""name"": ""Valga County"", ""active"": true}, {""name"": ""Viljandi County"", ""active"": true}, {""name"": ""Võru County"", ""active"": true}]",5946fb18-b2f8-47b5-8f5a-9462a900cdd5,ES, stonia,🇪🇸
